Class	ID	Text
	AJN13425	Percutaneous Cuffed Catheter Insertion by Nephrologists Percutaneous Cuffed Catheter Insertion by Nephrologists The use of Dacron cuff double-lumen permanent catheters for hemodialysis has become more common in the dialysis unit as patients await for creation or maturation of a permanent hemoaccess for various reasons. Placement of these catheters is often done by surgeons. Nephrologists skilled in the placement of temporary central vein accesses can extend their skill to placement of cuff catheters with the current available peel-away insertion technique. Data are presented on the percutaneous placement of 77 Dacron cuff permanent catheters by 4 nephrologists in two medical centers in a nonoperating room setting with minimal complications.
	AJN13426	Living-Related-Donor Kidney Transplantation Outcome in Recipients with Primary Focal-Segmental Glomerulosclerosis Living-Related-Donor Kidney Transplantation Outcome in Recipients with Primary Focal-Segmental Glomerulosclerosis We studied the outcome of renal transplantation in 30 patients with primary focal-segmental glomerulosclerosis (FSGS) and in 30 controls in whom renal failure was secondary to nonglomerular renal diseases. All patients received living-related-donor kidneys, and the majority had one-haplotype HLA matching. Within the follow-up period, the mean serum creatinine values were significantly higher in FSGS recipients as compared with the control group (p = 0.02). However, the frequency of acute rejection episodes and the mean blood pressure values were not significantly different between the two groups. There was a tendency of a higher incidence of proteinuria among FSGS recipients in comparison with the controls. Moreover, nephrotic-range proteinuria occurred only in 3 recipients of the FSGS group. Recurrence of FSGS was morphologically documented in 2 recipients 7 and 18 months, respectively, after transplantation. It is concluded that FSGS as the primary disease has a negligible impact on the living-related-donor kidney transplantation in the Egyptian population. Therefore, this disease should not discourage transplantation for this group of patients.
	AJN13430	Nephrotic Mice (ICGN Strain): A Model of Diffuse Mesangial Sclerosis in Infantile Nephrotic Syndrome Nephrotic Mice (ICGN Strain): A Model of Diffuse Mesangial Sclerosis in Infantile Nephrotic Syndrome The ICGN mouse strain is a unique model for naturally occurring nephrotic syndrome. In the present study, we examined the onset of the clinical manifestation of nephrotic syndrome and determined the sequence of intraglomerular events associated with progression of nephrotic conditions. Laboratory analysis revealed that homozygous (nep/nep) mice showed urinary albumin excretion during the suckling stage, rapidly leading to hypoalbuminemia accompanied by body growth failure. Renal pathology demonstrated that an initial intraglomerular event in the nephrotic mice was observed 3 weeks after birth in the form of mesangiolytic lesions, characterized by microaneurysm, platelet accumulation and capillary ballooning. In 6-week-old homozygous mice, mesangial sclerosis, characterized by mesangial expansion and glomerular hypertrophy, was observed in a diffuse fashion. Immunohistochemistry revealed that the glomerular cells in the 3-week-old homozygous suckling mice were positive for α-smooth muscle actin, suggesting a phenotypic change in the mesangial cells. Mesangial expansion, confirmed by the over-deposition of type I collagen, was evident until 6 weeks after weaning, while it was of interest that fibrogenic cytokines such as platelet-derived growth factor and transforming growth factor-β were not detected in the sclerotic glomeruli throughout the observations. Furthermore, the nephrotic features were shown to be resistant to steroid therapy with a high dose of prednisolone. Our results suggest that diffuse mesangial sclerosis, a hereditary glomerular disease, may be genetically generated through early myofibroblast formation, which occurs and develops probably independently of up-regulation of these fibrogenic cytokines. In conclusion, the homozygous nephrotic mouse (ICGN strain) is believed to be a good model for investigating not only nephrotic conditions but also cellular and molecular pathogenesis of diffuse mesangial sclerosis in steroid-resistant infantile nephrotic syndrome.
	AJN13481	Current Status of Renal Replacement Therapy for Acute Renal Failure Current Status of Renal Replacement Therapy for Acute Renal Failure Although the management of acute renal failure (ARF) constitutes a major component of the activities of practicing nephrologists, minimal information is available on the dialysis techniques utilized to treat ARF in the USA. It is evident from several recent publications that there are wide variations in the dialytic and nondialytic management of ARF. In order to obtain a better understanding of the current practice for dialytic management of ARF, the National Kidney Foundation (NKF) Council on Dialysis commissioned a survey of NKF members. This article describes the results of this survey and provides a snapshot of the current management practices for ARF. It is our hope that this information will provide a baseline for further research in this area.
	AJN13482	Detection of de novo Hepatitis C Virus Infection by Polymerase Chain Reaction in Hemodialysis Patients Detection of de novo Hepatitis C Virus Infection by Polymerase Chain Reaction in Hemodialysis Patients Patients on chronic hemodialysis (HD) treatment have been identified by serological testing, including second- and third-generation enzyme-linked immunosorbent assay (ELISA), as a high-risk group for hepatitis C virus (HCV) infection. Previous studies have shown that de novo cases of HCV may occur in HD units in the absence of other parenteral exposures, which suggests the spread of HCV between patients. In addition, the reverse-transcription polymerase chain reaction (RT-PCR), which directly detects HCV virus, has identified HCV infection in chronic HD patients who are seronegative. The aim of this study was to determine the incidence of HCV infection detected by RT-PCR technology in a large cohort of chronic HD patients. One hundred and twenty chronic HD patients, HCV-negative by serological assays (second-generation ELISA) and molecular techniques (branched DNA and RT-PCR), were observed for a mean period of 9.5 months. They were tested monthly for serum alanine aminotransferase levels (ALT) and by second-generation ELISA. At the end of the follow-up period, they were again evaluated by branched DNA and RT-PCR testing. HCV RNA was detected in patients’ sera by RT followed by PCR using two separate primer sets from the 5′-untranslated region of the HCV genome. Southern blot was performed using a digoxigenin-labeled probe. Two patients who had HCV RNA detectable by RT-PCR at the end of the follow-up period remained branched-DNA-negative. Thus, the incidence of de novo acquisition of HCV infection in the current investigation was 2.1% per year. In 1 patient RT-PCR positivity and anti-HCV ELISA seroconversion occurred. The 2nd patient remained anti-HCV ELISA-negative, although viremic. In both patients, the onset of positivity by RT-PCR was associated with a rise of ALT levels into the ‘abnormal range’ in our laboratory. In these 2 patients, de novo acquisition of HCV infection was observed in the absence of obvious parenteral risk factors other than their presence in the HD environment. In conclusion, de novo acquisition of HCV infection may be undetected by ELISA and branched-DNA assays. The need to monitor chronic HD patients by serial ALT testing is emphasized. RT-PCR shoud be incorporated into diagnostic testing for HCV infection in chronic HD patients. RT-PCR technology can identify HCV in HD individuals with raised ALT activity.
	AJN13483	"Trimethoprim-Sulfamethoxazole Therapy in Outpatients: Is Hyperkalemia a Significant Problem? Trimethoprim-Sulfamethoxazole Therapy in Outpatients: Is Hyperkalemia a Significant Problem? A prospective, randomized clinical study was undertaken to determine the effect of standard-dose trimethoprim-sulfamethoxazole combination treatment on serum potassium concentrations in outpatients treated in an ambulatory clinic. Ninety-seven patients were treated with oral antibiotics for a variety of infections. Fifty-one patients treated with trimethoprim-sulfamethoxazole (trimethoprim, 320 mg/day; sulfamethoxazole, 1,600 mg/day) constituted the treatment group, while 46 patients treated with other antibiotics served as controls. Serum potassium, sodium, and chloride concentrations, serum carbon dioxide content, blood urea nitrogen level, serum creatinine level, and serum glucose concentration were measured. The baseline serum potassium concentration in the treatment group was 4.30 ± (SD) 0.36 mmol/l, and it increased significantly (p &lt; 0.001) to 4.66 ± 0.45 mmol/l on day 5 of therapy. Subgroup analysis of mean serum potassium concentration on day 5 of therapy failed to detect clinically relevant hyperkalemia. In patients with a serum creatinine level equal to or greater than 1.1 mg/dl (K+, 4.83 ± 0.48 mmol/l), a nonsignificant difference (p = 0.3) in the potassium concentration was noted on day 5 as comapred with patients with a serum creatinine level &lt;1.1 mg/dl (K+, 4.63 ± 0.44 mmol/l). Although diabetics had a higher serum potassium concentration (K+, 4.91 ± 0.44 mmol/l) than nondiabetics (K+, 4.61 ± 0.44 mmol/l), the difference was not statistically significant (p = 0.055). Patients aged ≥50 years (K+, 4.82 ± 0.59 mmol/l) had a significantly different (p = 0.046) serum potassium concentration on day 5 than patients aged &lt;50 years (K+, 4.55 ± 0.28 mmol/l). In contrast, the baseline serum potassium concentration in the control group was 4.37 ± 0.45 mmol/l, and it decreased (p = 0.1) to 4.22 ± 0.4 mmol/l on 5 days of drug therapy. Trimethoprim-sulfamethoxazole therapy, when used to treat a variety of infections, leads to an increase in serum potassium concentration in most patients. After 5 days of therapy with this drug, the treatment group developed a statistically significant rise in the serum potassium concentration as compared with the control group. However, severe hyperkalemia (K+ ≥5.5 mmol/l) occurred in only 3 patiens (6%) treated with trimethoprim-sulfamethoxazole. In addition, none of the subgroups of treated patients developed clinically important hyperkalemia. This suggests that outpatients, in contrast to acquired immunodeficiency syndrome patients and hospitalized patients with mild renal insufficiency, develop severe or life-threatening hyperkalemia less commonly when treated with this antimicrobial regimen. However, outpatients having risk factors which may predispose to the development of hyperkalemia should be carefully monitored when treated with trimethoprim-sulfamethoxazole."
	AJN13484	"A New Treatment forInterdialytic Hyperkalemia – The Use of Fosinopril Sodium A New Treatment forInterdialytic Hyperkalemia – The Use of Fosinopril Sodium Fosinopril sodium is the first of the phosphinic acid class of angiotensin-converting enzyme inhibitors (ACEI). It is used as an antihypertensive agent, but differs from other ACEI in its dual routes of excretion (liver and kidney), and less incidence of hyperkalemia and cough. We conducted a study in known chronic hemodialysis patients who developed interdialytic hyperkalemia in spite of other treatments to control hyperkalemia. We used fosinopril in this group of patients to assess the effect of fosinopril on serum potassium (K) levels. Twenty-four patients were given fosinopril 10 mg at 18:00 h daily for 8 weeks. K levels were measured before and after each dialysis treatment. Interdialytic weight gains were recorded. The average pretrial potassium level was 6.57 mmol/l (± 0.47), and the posttrial level was 5.34 (± 0.76); p ≤ 0.0001. No statistically significant interdialytic weight gain or reduction occurred. No first dose hypertensive effect or cough were reported. We have found the use of fosinopril to be successful in lowering predialysis serum K levels in hyperkalemic dialysis patients."
	AJN13485	"Urinary Epidermal Growth Factor Excretion in Children with Chronic Renal Failure Urinary Epidermal Growth Factor Excretion in Children with Chronic Renal Failure To investigate the excretion of urinary epidermal growth factor (EGF) in children with chronic renal failure (CRF), we have measured the urinary EGF/creatinine ratio (EGF/Cr) and the 24-hour urine EGF concentration in 19 children with CRF, 11 children with kidney disease and normal creatinine clearance, and 12 healthy children. Children with CRF had a significantly lower daily urine EGF concentration as well as urinary EGF/Cr. In contrast, children with kidney disease and normal renal function had normal daily urine EGF levels and urinary EGF/Cr. Accompanied by no difference in serum EGF between these two groups of patients, these data provide indirect evidence of the kidney as a source of human urinary EGF. There was a positive correlation of urinary EGF/Cr with creatinine clearance in all renal patients (r = 0.608, n = 30, p &lt; 0.001). A much better correlation was found between daily urine EGF and creatinine clearance (r = 0.855, n = 30, p &lt; 0.001). Our results implicate that there is a functional relationship between glomerular filtration and urinary EGF excretion, and that the urinary EGF/Cr may be a reliable indicator of urinary EGF excretion in children with CRF."
	AJN13486	"Effect of Usual Doses of Folate Supplementation on Elevated Plasma Homocyst(e)ine in Hemodialysis Patients: No Difference between 1 and 5 mg Daily Effect of Usual Doses of Folate Supplementation on Elevated Plasma Homocyst(e)ine in Hemodialysis Patients: No Difference between 1 and 5 mg Daily Hyperhomocyst(e)inemia is a probable contributor to the excess atherosclerosis of patients with chronic renal failure on dialysis. Although treatment with folate 2 mg daily is usually effective in normalizing plasma homocyst(e)ine (H(e)) in patients with normal renal function, higher doses of folate or other approaches to treatment may be necessary in renal failure. There is no agreement among dialysis units regarding the ‘correct’ dose of folate supplementation; routine doses range from 1 to 5 mg daily. To determine whether one of these doses is more effective, we compared H(e) in 55 hemodialysis taking 1 mg folate versus 73 patients taking 5 mg folate daily at two dialysis units. In the group as a whole, mean H(e) was 28.23 ± 17.49, significantly higher than in a group of 290 volunteers with normal renal function 12.31 ± 6.17 (p = 0.0001). H(e) levels were 28.93 ± 16.79 μmol/l on 5 mg folate and 27.31 ± 18.49 on 1 mg; p = 0.61. There was no significant relationship between adequacy of dialysis (Kt/V) and H(e). In a small group of peritoneal dialysis patients, H(e) was significantly lower at 18.8 ± 7.89 (p = 0.026), but further study is required in a larger sample to confirm that observation. It appears that routine doses of folate in use in dialysis units are not sufficient to reduce H(e) to levels associated with average cardiovascular risk; new approaches to treatment of hyperhomocyst(e)inemia in dialysis patients are required."
	AJN13487	Effects of Simvastatin and Pravastatin on Hyperlipidemia and Cyclosporin Blood Levels in Renal Transplant Recipients Effects of Simvastatin and Pravastatin on Hyperlipidemia and Cyclosporin Blood Levels in Renal Transplant Recipients Thirty-one renal transplant recipients, submitted to treatment with cyclosporin in association with other immunosuppressive agents, were also treated for 9 months with two hydroxymethylglutaryl coenzyme A reductase inhibitors, simvastatin (10 mg/day) or pravastatin (20 mg/day), for concomitant hypercholesterolemia and hypertriglyceridemia. Both drugs significantly decreased total cholesterol and triglyceride serum levels, but they did not modify whole-blood trough concentrations of polyclonal and monoclonal cyclosporin or polyclonal/monoclonal cyclosporin ratio. No alterations of the clinical and laboratory parameters investigated were found. The results of this study show the efficacy and safety of hydroxymethylglutaryl coenzyme A reductase inhibitors in the treatment of hyperlipidemia in kidney transplant patients.
	AJN13488	"Growth Factors in Continuous Ambulatory Peritoneal Dialysis Effluent Growth Factors in Continuous Ambulatory Peritoneal Dialysis Effluent Recent studies reveal conflicting results on the change of solute transfer with time on continuous ambulatory peritoneal dialysis (CAPD) and recurrent peritonitis. Herein, we performed a cross-sectional study of 76 patients on CAPD to examine their peritoneal permeability by measuring the dialysate to serum ratio of creatinine (D/P) and the mass transfer area coefficients of creatinine (MTACCr) or glucose (MTACGlu). Transforming growth factor-β1 (TGF-β1), platelet-derived growth factor (PDGF), and epidermal growth factor (EGF) were measured in the dialysate by ELISA. TGF-β1 mRNA in peritoneal macrophages were determined by a quantitative polymerase chain reaction. We failed to observe any correlation between the duration on dialysis and the peritoneal permeability in those patients with no previous peritonitis. Frequency of peritonitis episode did not affect the MTACCr, MTACGlu, or D/P. The MTACCr correlated well with MTACGlu (r = 0.78, p = 0.001) and with D/P (r = 0.98, p &lt; 0.0001). No inverse correlation was demonstrated between dialysate PDGF or EGF and the peritoneal permeability. A positive correlation was demonstrated between the dialysate TGF-β1 and MTACCr, MTACGlu or D/P (r = 0.64, 0.54, and 0.64 respectively, p &lt; 0.001). The dialysate TGF-β1 levels in patients with low D/P (≤0.5) were only half of that in patients with normal or high D/P (p = 0.0002). The dialysate levels of TGF-β1 did not correlate with PDGF or EGF. These findings raise the possibility that, other than diffusion across the peritoneal membrane from circulation, there could also be an intrinsic production of TGF-β1 by peritoneal cells in these CAPD patients. Our findings raise the speculation that TGF-β1 in dialysate from stable CAPD patients may exert an inhibitory action to fibroblast. Such action of TGF-β1 could reduce the risk of peritoneal sclerosis and hence, maintains a satisfactory peritoneal permeability to small solutes."
	AJN13489	"QRS Amplitude and Volume Changes during Hemodialysis QRS Amplitude and Volume Changes during Hemodialysis Background: According to several studies the QRS amplitude of the ECG increases during hemodialysis. The detailed background to this phenomenon has not been defined. Two main mechanisms have been suggested: myocardial ischemia and volume changes. New noninvasive technologies make possible a comparison of QRS complex changes synchronously with myocardial ischemia and extracellular water (ECW)/blood volume (BV) changes during hemodialysis. Methods: In this study hemodialysis-related changes in body weight, biochemical blood variables, BV, ECW, ST segment and QRS complex were analyzed in 15 patients (age 36–76, time on dialysis 0–6 years) undergoing chronic hemodialysis treatment. QRS complex and ST segment changes were measured using a dynamic vectorcardiographic monitoring system. The ECG parameters measured were QRS vector difference (QRS-VD) and ST vector magnitude (ST-VM6). Bioimpedance analysis was used to detect changes in the ECW. Continuous measurement of BV changes was implemented using an on-line optical reflection method based on the reflection of infrared light by erythrocyte membranes. Blood hemoglobin (B-Hb), hematocrit (B-Hcr), plasma sodium (P-Na), chloride (P-Cl), magnesium (P-Mg), potassium (P-K), ionized calcium (P-iCa), phosphate (P-Pi), creatinine (P-Crea) and urea (S-Urea) were monitored. Results: The mean QRS-VD increase during the dialysis session was almost fourfold (372 ± 300%) from 4.16 ± 2.40 to 15.60 ± 7.0 μVs (p &lt; 0.001). This change was due to a change in amplitude, since the duration of the QRS complex did not alter significantly. The correlation between the changes in QRS-VD and body weight from the start to the end of the dialysis session was moderate and statistically significant (r = –0.55, p &lt; 0.05). The correlation between the changes in QRS-VD and ECW varied from r = –0.67 to –0.97, being statistically significant in all patients (p &lt; 0.001). The correlation between BV and QRS-VD was assessed at one minute intervals during the dialysis and varied from r = –0.22 to –0.98, being significant in 14 of the 15 patients (p &lt; 0.001). Significant ST segments alterations (ST-VM6 elevation &gt; 100 μV) did not occur during dialysis. Laboratory parameters reflecting volume and osmotic changes during hemodialysis correlated with QRS-VD change: B-Hcr (r = 0.56, p &lt; 0.05), B-Hb (r = 0.63, p &lt; 0.05), P-Na (r = 0.62, p &lt; 0.05) and S-Urea (r = –0.62, p &lt; 0.05). Conclusions: The increase in QRS complex amplitude during hemodialysis is correlated to reduced ECW. The mechanism involved is most probably augmentation of electrical resistance of the tissues around the heart caused by loss of interstitial fluid."
	AJN13490	"Treatment of Secondary Hyperparathyroidism in Hemodialyzed Patients with High-Dose Calcium Carbonate without Vitamin D3 Supplements Treatment of Secondary Hyperparathyroidism in Hemodialyzed Patients with High-Dose Calcium Carbonate without Vitamin D3 Supplements Background: Vitamin D compounds are usually indicated for the treatment of secondary hyperparathyroidism in dialysis patients. The possibility to induce a reversal of hyperparathyroidism with calcium supplementation alone is controversial. The present study was conducted to assess if oral calcium carbonate may constitute a therapeutic option for the control of hyperparathyroidism in patients with high PTH concentrations at the beginning of the treatment with chronic hemodialysis. Methods: Thirty-one patients with end-stage renal failure with an intact PTH concentration above 250 pg/ml at the beginning of chronic hemodialysis therapy were treated with high doses of calcium carbonate; no patient received either aluminium-containing binders or vitamin D compounds. To minimize hypercalcemia, a calcium dialysate concentration of 2.5 mEq/l was used in all patients. The goal of the study was to reduce the intact PTH concentration to 250 pg/ml with oral calcium carbonate supplements alone. Results: Throughout the first year on hemodialysis treatment, the intact PTH concentration decreased from 538 ± 256 to 251 ± 218 pg/ml (p &lt; 0.001). By the end of the study, the therapeutic objective was achieved in 22 patients (71%) (‘responder’ group). The remaining 9 patients were classified as the ‘treatment failure’ group. The basal intact PTH concentration was not different between both groups (508 ± 235 vs. 612 ± 303 pg/ml, respectively, p = n.s.), but 5 ‘treatment failure’ patients admitted to take a dose of calcium carbonate lower than that prescribed. There were 40 episodes of hyperphosphatemia (11% of all measurements) in 7 of 31 patients, 5 of them belonged to the noncompliance ‘treatment failure’ patients. Only 15 episodes (4% of all measurements) of transient hypercalcemia (range 11.1 – 11.9 mg/dl) were detected in 8 patients. Conclusions: Secondary hyperparathyroidism in hemodialysis patients can often be reverted by oral calcium carbonate alone. But a good adherence to treatment is absolutely necessary."
	AJN13491	"A Low-Calorie Unrestricted Protein Diet Attenuates Kidney Damage in Uninephrectomized Spontaneously Hypertensive Rats A Low-Calorie Unrestricted Protein Diet Attenuates Kidney Damage in Uninephrectomized Spontaneously Hypertensive Rats Background/Aims: Uninephrectomized, spontaneously hypertensive rats (UNX-SHR) develop glomerular hyperfiltration, hyperfusion, and interstitial infiltrate of the remnant kidney. Consequently, UNX-SHR is a useful animal model to investigate mechanisms involved in the progression of hypertensive renal disease. Methods: Body weight; tail systolic blood pressure (SBP); urine excretion of protein, urea, and electrolytes; and serum biochemistry were determined in UNX-SHR at 2 months of age prior to uninephrectomy (week 0), prior to treatment (week 8) with a low-calorie (LC) or control diet, and one month after diet treatment (week 12). The LC diet was modified to allow equal intake of protein, sodium phosphorus, and other nutrients in both groups. Results: UNX-SHR treated with the LC diet had significantly lower body weights and SBP at the end of the experiment than did the controls (p &lt; 0.0001). Changes in serum biochemistry and 24-hour urinary excretion of protein, sodium, potassium, and urea nitrogen in both groups were not statistically significant. The final glomerular filtration rate and renal plasma flow were similar in both groups, but the LC diet significantly reduced the glomerular damage index (0.0007), mesangial expansion index (p &lt; 0.002), volume of interstitium per cortex (p &lt; 0.0003), tubular interstitium volume fraction (p &lt; 0.0008), glomerular volume (p &lt; 0.02), and remnant kidney weight (p &lt; 0.01). Conclusion: We demonstrated that in UNX-SHR, the prevention of renal damage by LC diet may involve diminished glomerular growth and interstitial infiltrate without changes in renal hemodynamics. Consequently, LC diet, regardless of protein ingestion, may be an important tool in the prevention of renal damage in hypertension. Additional studies of obese-hypertensive rats may confirm the beneficial effect of a LC diet and weight reduction on the renal damage of obesity-hypertension."
	AJN13492	"Decreased Glomerular Proteinase Activity in the Streptozotocin Diabetic Rat Decreased Glomerular Proteinase Activity in the Streptozotocin Diabetic Rat Decreased glomerular proteinase activity may contribute to matrix accumulation in diabetes. Male Sprague-Dawley rats were rendered diabetic by injection of streptozotocin (STZ) 65 mg/kg i.v.; age-matched, sham-injected rats served as controls. Glomeruli from diabetic rats 1 month after STZ injection demonstrated significant decreases in collagenase and cathepsin B activities compared to control glomeruli. Treatment with insulin resulted in a slight (but not significant) increase in collagenase activity and normalized cathepsin B activity. We conclude that decreased glomerular collagenase and cathepsin B activities are present in STZ diabetes. These alterations may contribute to mesangial matrix accumulation."
	AJN13495	Mesangial Cell Proliferation in Long-Term Streptozotocin-Induced Diabetes mellitus in the Rat and the Renoprotective Activity of Heparin Mesangial Cell Proliferation in Long-Term Streptozotocin-Induced Diabetes mellitus in the Rat and the Renoprotective Activity of Heparin At present, it is not clear whether mesangial proliferation underlies mesangial expansion in diabetic nephropathy. To address this issue and the relationship between heparin’s renoprotective and antimitogenic activities, we studied three streptozotocin-induced diabetic rat groups 5 and 12 months after diabetes induction: two groups were administered a modified heparin, each with a different protocol, and two healthy rat groups, one of which was treated with the same heparin, served as controls. Untreated diabetic animals developed clear evidence of nephropathy, namely expansion of the glomerular extracellular matrix, as expressed by glomerular basement membrane thickening, and increased mesangial deposition of type IV collagen. These alterations were prevented/cured by heparin treatment. Kidney sections were processed immunohistochemically for proliferating cell nuclear antigen and smooth muscle α-actin which is expressed only by proliferating mesangial cells. The number of proliferating cell nuclear antigen positive nuclei and α-actin-positive cells per glomerulus did not differ between groups at both 5 and 12 months. In conclusion, there is no evidence that mesangial proliferation is increased in late experimental diabetic nephropathy, and heparin seems to be renoprotective through mechanisms other than antiproliferation.
	AJN13497	"IgA-Antigliadin Antibodies in Patients with IgA Nephropathy: The Secondary Phenomenon? IgA-Antigliadin Antibodies in Patients with IgA Nephropathy: The Secondary Phenomenon? Circulating IgA-antigliadin antibodies (IgA-AGA) are often found in patients with IgA nephropathy (NP). IgA-AGA are sensitive markers of an abnormal immune system reaction to gluten, seen particularly in patients with celiac disease. However, a lack of IgA-antireticulin and IgA-antiendomysium antibodies and often jejunal mucosal atrophy of patients with IgA NP suggest that most patients do not have latent celiac disease. To examine the relationship between IgA-AGA and clinical data, enzyme-linked immunosorbent assays for IgA-AGA were performed in 28 patients with IgA NP and in 50 healthy persons. The results were calculated in arbitrary units (AU). The cutoff level for a negative or a positive test was found to be 60 AU, calculated according to the AGA test result (mean + 3 SD) in 50 healthy persons. The following clinical data were assessed: age, gender, disease duration, daily proteinuria, blood pressure, serum creatinine, and creatinine clearance. Control sera were negative for IgA-AGA. Positive IgA-AGA tests were observed in 14 of the 28 patients (p &lt; 0.0001 vs. controls) and high levels of IgA-AGA (AU &gt;90) in 6 of the 28 patients (p &lt; 0.001 vs. controls). The mean duration of the disease of the patients with positive IgA-AGA was significantly longer as compared with the patients who had a negative antibody test. IgA-AGA correlated with age (p &lt; 0.05, r = 0.56), disease duration (p &lt; 0.05, r = 0.40), and blood pressure (p &lt; 0.05, r = 0.48). Antireticulin and antiendomysium antibody tests were negative in all patient and control sera. We conclude that IgA-AGA are associated with the progression of IgA NP. Our findings support the current concept about the pathogenesis of IgA NP, where the defective IgA production itself may be the primary and intestinal lesions as well as the production of IgA-AGA the secondary phenomenon."
	AJN13498	"Intradialytic Dobutamine Therapy in Maintenance Hemodialysis Patients with Persistent Hypotension Intradialytic Dobutamine Therapy in Maintenance Hemodialysis Patients with Persistent Hypotension Intradialysis hypotension is a common problem, especially in patients with poor left-ventricular function. We studied 6 patients who were on maintenance hemodialysis with left-ventricular ejection fraction of &lt;40%, whose dialysis sessions were often complicated with severe hypotension (systolic blood presure &lt;90 mm Hg). Dobutamine infusion during dialysis significantly reduced the number of hypotensive episodes, increased left-ventricular ejection fraction, and decreased the number of emergency admissions to the hospital."
	AJN13499	Evidence for Genetic Heterogeneity in Benign Familial Hematuria Evidence for Genetic Heterogeneity in Benign Familial Hematuria Benign familial hematuria (BFH: MIM141200) is an autosomal-dominant disease accounting for one-fifth of all hematuria of unknown cause in children. Previous observations suggest that BFH may be allelic to recessive Alport syndrome (AS: MIM 203780) with a mutation in the COL4A3/COL4A4 locus. However, it is not clear whether all cases of BFH are due to heterozygous mutation of COL4A3/COL4A4 genes. We report here the exclusion of linkage between BFH and COL4A3/COL4A4 loci at 2q35-37 in a restricted population from Sicily (Italy). Total lod score is –9.6 at theta 0. Furthermore, in some cases exclusion of linkage is evident even considering single families. We conclude that BFH is genetically heterogeneous.
	AJN13500	"Clinical Findings and Outcomes of Intra-Hemodialysis Cardiopulmonary Resuscitation Clinical Findings and Outcomes of Intra-Hemodialysis Cardiopulmonary Resuscitation Renal failure with severe uremia is still an important cause of mortality, despite effective renal replacement therapy. Cardiopulmonary arrest (CPA) is the most severe complication during hemodialysis (HD). To acquire more information about cardiopulmonary resuscitation (CPR) during HD, we retrospectively enrolled 24 patients (11 males and 13 females) who had CPR during HD in a medical center during a 3-year period. Their mean age was 66.8 ± 16.8 years. The CPR rate of the patients from our outpatient department (0.02%) was significantly lower than that from general wards (0.11%), the intensive care unit (ICU, 0.16%), or the emergency room (ER, 0.38%). Eighteen patients (75%) were initially resuscitated successfully. Only 11 patients (45.8%) survived more than 24 h after CPR, and 2 patients (8.3%) survived more than 1 month, but none survived until discharge. The rates of surviving 24 h and surviving to discharge during HD were lower than those in the general wards, the ICU or the ER. Sepsis (33.3%) and cardiogenic shock (25%) were the two leading causes of death. For analyzing factors affecting the outcome of CPR, we divided the patients into 2 groups by survival time (≦24 vs. &gt;24 h). Patients with heart disease or with prolonged CPR durations (&gt;30 min) had shorter survival. No significant survival difference between the 2 groups was found due to factors of age, sex, diabetic nephropathy, pre-arrest morbidity scores, pre-arrest laboratory data, renal failure pattern, HD duration, the preceding HD time and ultrafiltrated volume."
	AJN13501	"Relapsing Membranous Nephropathy Relapsing Membranous Nephropathy Background: Although controversial, treatment of membranous nephropathy appears to yield a reduction in the degree of proteinuria and conservation of renal function. Methods: We report herein our experience with the treatment with steroids alone (group II, n = 13), or in combination with immunosuppressants (group III, n = 19) of patients with membranous nephropathy and the nephrotic syndrome, with a mean follow-up of 8.37 years. Results: All patients underwent a first remission, with 24-hour urine protein excretion falling to 0.63 ± 0.25 g in group II and 0.62 ± 0.26 g in group III (p = NS) after 12.69 ± 10.94 months of treatment in group II and 18.95 ± 13.17 months in group III (p = NS). Three patients from group II (23%) and seven patients from group III (36.8%) experienced four and eight relapses, respectively (proteinuria in 24 h 4.0 ± 0.80 g in group II relapsers and 4.4 ± 0.87 in group III relapsers; p = NS). On treatment, all relapses remitted (second remission) after 7 ± 6.93 months of therapy for group II and 8.6 ± 6.70 months of treatment for group III (p = NS). Thereafter, no patients from group II, but 3 patients from group III (33.3%) had a second relapse. After treatment, all relapses remitted (third remission) in 3.3 ± 1.53 months of therapy. Conclusions: These studies show that relapses, which occur in one-third of patients, respond favorably to treatment albeit remitting in approximately half the time, and that the duration of remission gets progressively longer in the later compared to the earlier remission."
